id,continent_id,"name","lower_name","country_code","full_name","cname","full_cname","remark","continent"
75,1,"Korea,DPR","democratic people's republic of korea","PRK","Democratic People's Republic of Korea","朝鲜","朝鲜民主主义人民共和国","鲜民主主义人民共和国于第二次世界大战后的1948年9月9日成立，领土面积122762平方公里，人口2405万（2008年）。朝鲜族为单一民族，通用朝鲜语。朝鲜民主主义人民共和国1958年宣布完成了城市、农村生产关系的社会主义改造，建立了社会主义经济制度。1970年宣布实现了社会主义工业化。1975年5月，成为“七十七国集团”正式成员国，同年8月正式加入不结盟运动。1991年9月17日同韩国一起加入了联合国。2000年7月，加入东盟地区论坛（ARF）。与163个国家（含欧盟）建立了外交关系。[1] ","Asia"
76,1,"Palestine","the state of palestine","PAL","The State of Palestine","巴勒斯坦","巴勒斯坦国","巴勒斯坦国（阿拉伯语：فلسطين‎‎，英语：Palestine）是中东的一个国家，由加沙和约旦河西岸两部分组成。加沙地区面积365平方公里，约旦河西岸地区面积5800平方公里。巴勒斯坦实际控制的土地面积为2500平方公里。","Asia"
77,1,"Hong Kong","hong kong","HKG","Hong Kong","中国香港","中华人民共和国香港特别行政区","香港是全球高度繁荣的国际大都会之一，全境由香港岛、九龙半岛、新界等3大区域组成，管辖陆地总面积1104.32平方公里，截至2014年末，总人口约726.4万人，人口密度居全世界第三。","Asia"
78,1,"Iraq","republic of iraq","IRQ","Republic Of Iraq","伊拉克","伊拉克共和国","伊拉克共和国位于亚洲西南部，阿拉伯半岛东北部，与它接壤的国家众多，南方是沙特阿拉伯、科威特，北方是土耳其，西北是叙利亚，伊朗和约旦各位于其东西两侧。阿拉伯族占全国总人口的73%，库尔德族占21%。该国穆斯林占人口的95%，其中什叶派穆斯林占54%、逊尼派穆斯林占41%。官方语言为阿拉伯语，北部库尔德地区的官方语言是库尔德语，东部地区有些居民讲波斯语。","Asia"
79,1,"Lebanon","the republic of lebanon","LBN","The Republic of Lebanon","黎巴嫩","黎巴嫩共和国","黎巴嫩共和国（阿拉伯语：لبنان；英文：Republic of Lebanon）位于亚洲西南部，地中海东部沿岸。黎巴嫩习惯上归入中东国家。该国东部和北部与叙利亚接壤，南部与以色列（或者巴勒斯坦，边界未划定）为邻，首都贝鲁特。黎巴嫩属热带地中海气候，沿海夏季炎热潮湿，冬季温暖。","Asia"
80,1,"Kuwait","the state of kuwait","KWT","The State of Kuwait","科威特","科威特国","科威特的石油和天然气资源丰富。科威特的已探明石油储量940亿桶，约为世界总储量的10% 。石油、天然气工业为国民经济的支柱，其产值占国内生产总值的45%。","Asia"
81,1,"Brunei","brunei darussalam","BRN","Brunei Darussalam","文莱","文莱达鲁萨兰国","文莱位于亚洲东南部，加里曼丹岛西北部，北濒中国南海，东南西三面与马来西亚的沙捞越州接壤，并被沙捞越州的林梦分隔为不相连的东西两部分。海岸线长约162公里，有33个岛屿，总面积为5765平方公里。属热带雨林气候","Asia"
82,1,"Maldives","the republic of maldives","MDV","The Republic of Maldives","马尔代夫","马尔代夫共和国","马尔代夫全称：马尔代夫共和国（原名马尔代夫群岛，1968年11月改为现名[1]  ）位于南亚，是印度洋上的一个岛国，也是世界上最大的珊瑚岛国。由1200余个小珊瑚岛屿组成，其中202个岛屿有人居住，从空中鸟瞰就像一串珍珠撒在印度洋上。面积300平方公里（不计算领海），是亚洲最小的国家","Asia"
83,1,"Indonesia","the republic of indonesia","IDN","The Republic of Indonesia","印度尼西亚","印度尼西亚共和国","印度尼西亚共和国（印尼语：Republik Indonesia，英语：The Republic of Indonesia），简称印度尼西亚或印尼，是东南亚国家，首都为雅加达。印尼与巴布亚新几内亚、东帝汶和马来西亚等国家相接。","Asia"
84,1,"Israel","the state of israel","ISR","The State of Israel","以色列","以色列国","以色列对于科学和科技的发展贡献相当大。自从建国以来，以色列一直致力于科学和工程学的技术研发，以色列的科学家在遗传学、计算机科学、光学、工程学、以及其他技术产业上的贡献都相当杰出。以色列的研发产业中最知名的是其军事科技产业，在农业、物理学和医学上的研发也十分知名。

","Asia"
85,1,"Mongolia","mongolia","MNG","Mongolia","蒙古","蒙古国","蒙古，历史上曾被匈奴、鲜卑、柔然、突厥等游牧民族统治。1206年，成吉思汗建立了蒙古帝国；1271年，忽必烈建立元朝；17世纪末，被纳入清朝统治范围。1921年，取得事实独立。1924年，成立受前苏联控制的蒙古人民共和国。1992年2月改国名为“蒙古国”[2]  。","Asia"
86,1,"Oman","sultanate of oman","OMN","Sultanate of Oman","阿曼","阿曼苏丹国","阿曼苏丹国（The Sultanate of Oman），简称为阿曼，位于亚洲西部的阿拉伯半岛东南部，它扼守着世界上最重要的石油输出通道——波斯湾和阿曼湾之间的霍尔木兹海峡。阿曼是阿拉伯半岛最古老的国家之一，公元前2000年已经广泛进行海上和陆路贸易活动，并成为阿拉伯半岛的造船中心。","Asia"
87,1,"India","the republic of india","IND","The Republic of India","印度","印度共和国","印度是世界四大文明古国之一。公元前2500年至1500年之间创造了印度河文明。公元前1500年左右，原居住在中亚的雅利安人中的一支进入南亚次大陆，征服当地土著，建立了一些奴隶制小国，确立了种姓制度，婆罗门教兴起。公元前4世纪崛起的孔雀王朝统一印度，中世纪小国林立，印度教兴起。1600年英国侵入，建立东印度公司。1757年沦为英殖民地。1947年8月15日，印巴分治，印度独立。1950年1月26日，印度共和国成立，为英联邦成员国","Asia"
88,1,"Myanmar","republic of the union of myanmar","MMR","Republic Of The Union Of Myanmar","缅甸","缅甸联邦共和国","缅甸联邦共和国简称为缅甸，是东南亚国家联盟成员国之一。西南临安达曼海，西北与印度和孟加拉国为邻，东北靠中国，东南接泰国与老挝。首都为内比都。","Asia"
89,1,"Malaysia","malaysia","MYS","Malaysia","马来西亚","马来西亚联邦","马来西亚，全称马来西亚联邦（Malaysia，前身马来亚），简称大马。马来西亚被南中国海分为两个部分：位于马来半岛的西马来西亚，北接泰国，南部隔着柔佛海峡，以新柔长堤和第二通道连接新加坡；东马来西亚，位于婆罗洲（加里曼丹岛）的北部，南接印度尼西亚，文莱国夹在沙巴州和砂拉越州之间。","Asia"
90,1,"East Timor","democratic republic of east timor","TMP","Democratic Republic of East Timor","东帝汶","东帝汶民主共和国","东帝汶全称东帝汶民主共和国（英语：Democratic Republic of Timor-Leste）是位于努沙登加拉群岛东端的岛国，包括帝汶岛东部和西部北海岸的欧库西地区以及附近的阿陶罗岛和东端的雅库岛。西与印尼西帝汶相接，南隔帝汶海与澳大利亚相望","Asia"
91,1,"Yemen","the republic of yemen","YEM","The Republic of Yemen","也门","也门共和国","也门有3000多年文字记载的历史，是阿拉伯世界古代文明摇篮之一。也门是世界上经济最不发达的国家之一，粮食不能自给，约1/2依靠进口。在夏季有着沙漠中常见的沙尘暴，而因过度放牧，沙漠化日渐严重。该国的棉花质量良好，每年有大量出口，咖啡种植面积也很大，占重要地位。近年，政府致力于减少预算赤字和政府开支，努力控制通货膨胀，稳定物价。","Asia"
92,1,"Bhutan","kingdom of bhutan","BTN","Kingdom of Bhutan","不丹","不丹王国","不丹自8世纪即为吐蕃一个部落，9世纪，不丹为独立部落。1772年，英国侵犯不丹。1865年11月，英国同不丹签订了《辛楚拉条约》，强迫不丹割让包括噶伦堡在内的第斯泰河以东约2000平方公里的地区。1907年建立不丹王国，乌颜·旺楚克成为世袭国王。1910年1月，英国和不丹又签订了《普那卡条约》，规定不丹对外关系接受英国的“指导”，1949年8月，印度和不丹签订《永久和平与友好条约》，规定不丹对外关系接受印度的“指导”。1971年成为联合国成员国。","Asia"
93,1,"Cambodia","kingdom of cambodia","KHM","Kingdom of Cambodia","柬埔寨","柬埔寨王国","柬埔寨全名柬埔寨王国（Kingdom of Cambodia）[1]  ，通称柬埔寨，旧称高棉，位于中南半岛，西部及西北部与泰国接壤，东北部与老挝交界，东部及东南部与越南毗邻，南部则面向暹罗湾。柬埔寨领土为碟状盆地，三面被丘陵与山脉环绕，中部为广阔而富庶的平原，占全国面积四分之三以上。境内有湄公河和东南亚最大的淡水湖－洞里萨湖（又称金边湖），首都金边。","Asia"
94,1,"Pakistan","the islamic republic of pakistan","PAK","the Islamic Republic of Pakistan","巴基斯坦","巴基斯坦伊斯兰共和国","巴基斯坦位于南亚次大陆西北部，南濒阿拉伯海，东接印度，东北邻中国，西北与阿富汗交界，西邻伊朗。海岸线长980公里。南部属热带气候，其余属亚热带气候。首都伊斯兰堡，前首都卡拉奇是最大城市。","Asia"
95,1,"Bangladesh","people's republic of bangladesh","BGD","People's Republic of Bangladesh","孟加拉国","孟加拉人民共和国","孟加拉族是南亚次大陆古老民族之一。孟加拉地区的最早居民是亚澳人。1757年，孟加拉国沦为英属印度的一个省，1947年印巴分治后，归属巴基斯坦，被称为东巴基斯坦。1971年，脱离巴基斯坦而独立。","Asia"
96,1,"Saudi Arabia","kingdom of saudi arabia","SAU","Kingdom of Saudi Arabia","沙特阿拉伯","沙特阿拉伯王国","沙特是名副其实的“石油王国”，石油储量和产量均居世界首位，使其成为世界上最富裕的国家之一。[1]  沙特是世界上最大的淡化海水生产国，其海水淡化量占世界总量的21%左右。沙特实行自由经济政策。麦加是伊斯兰教创建人穆罕默德的诞生地，是伊斯兰教徒朝觐圣地。","Asia"
97,1,"Turkmenistan","turkmenistan","TKM","Turkmenistan","土库曼斯坦","土库曼斯坦","土库曼斯坦（英语：Turkmenistan）是一个中亚国家，曾是前苏联加盟共和国之一，苏联时期的名称为土库曼苏维埃社会主义共和国，1991年独立。该国位于伊朗以北，东南面和阿富汗接壤、东北面与乌兹别克斯坦为邻、西北面是哈萨克斯坦，西邻里海，是一个内陆国家。","Asia"
98,1,"Qatar","the state of qatar","QAT","The State of Qatar","卡塔尔","卡塔尔国","卡塔尔拥有相当丰富的石油和天然气资源，天然气的总储量为全世界第三名。20世纪40年代，石油储量的发现，完全改变了整个国家的经济。拥有很高的生活水准，有许多提供给国民的社会福利，例如免费的医疗服务。","Asia"
99,1,"Nepal","federal democratic republic of nepal","NPL","Federal Democratic Republic of Nepal","尼泊尔","尼泊尔联邦民主共和国","尼泊尔联邦民主共和国（Federal Democratic Republic of Nepal），简称尼泊尔，为南亚山区内陆国家，是世界三大宗教之一佛教的发源地，位于喜马拉雅山脉南麓，北与中华人民共和国西藏自治区相接，东与印度共和国锡金邦为邻，西部和南部与印度共和国西孟加拉邦、比哈尔邦、北方邦和北阿坎德邦接壤。","Asia"
100,1,"Kazakhstan","the republic of kazakhstan","KAZ","The Republic of Kazakhstan","哈萨克斯坦","哈萨克斯坦共和国","哈萨克斯坦原为苏联加盟共和国之一，在1991年12月16日宣布独立。与俄罗斯、中国、吉尔吉斯斯坦、乌兹别克斯坦、土库曼斯坦等国接壤，并与伊朗、阿塞拜疆隔里海相望，国土面积排名世界第九位。","Asia"
101,1,"Philippines","republic of the philippines","PHL","Republic of the Philippines","菲律宾","菲律宾共和国","菲律宾人的祖先是亚洲大陆的移民。在14世纪前后，建立了海上强国苏禄王国。1565年，西班牙侵占菲律宾，统治菲300多年。1898年美国占领菲律宾。1942年，日本占领菲律宾。二战后，菲重新沦为美国殖民地。1946年，菲律宾独立","Asia"
102,1,"Taiwan","taiwan","TWN","Taiwan","中国台湾","中国台湾","台湾（Taiwan）位于中国大陆东南沿海的大陆架上，东临太平洋，[1]  东北邻琉球群岛，[2]  南界巴士海峡与菲律宾群岛相对，[3]  西隔台湾海峡与福建省相望，[4-5]  总面积约3.6万平方千米，包括台湾岛及兰屿、绿岛、钓鱼岛等21个附属岛屿和澎湖列岛64个岛屿。台湾岛面积35882.6258平方千米，[6]  是中国第一大岛，[7]  7成为山地与丘陵，平原主要集中于西部沿海，地形海拔变化大。由于地处热带及亚热带气候之交界，自然景观与生态资源丰富多元。人口约2350万，逾7成集中于西部5大都会区，[8]  其中以首要都市台北为中心的台北都会区最大。","Asia"
103,1,"China","people's republic of china","CHN","People's Republic of China","中国","中华人民共和国","中国是四大文明古国之一，[18-19]  有着悠久的历史文化，是世界国土面积第三大的国家，[20-21]  世界第一大人口国，与英、法、美、俄并为联合国安理会五大常任理事国。中国是世界第二大经济体，[22-23]  世界第一贸易大国，[24]  世界第一大外汇储备国，[25]  世界第一大钢铁生产国和世界第一大农业国，[26-27]  世界第一大粮食总产量国以及世界上经济成长最快的国家之一。[28-29]  第二大吸引外资国，[30]  还是世界许多国际组织的重要成员，[31]  被认为是潜在超级大国之一。","Asia"
104,1,"Iran","the islamic republic of iran","IRN","The Islamic Republic of Iran","伊朗","伊朗伊斯兰共和国","伊朗是亚洲主要经济体之一，经济实力较强。伊朗经济以石油开采业为主，为世界石油天然气大国，地处世界石油天然气最丰富的中东地区，石油出口是经济命脉，石油生产能力和石油出口量分别位于世界第四位和第二位，是石油输出国组织成员。伊朗的石油化工、钢铁、汽车制造业发达，还有电子工业、核工业、计算机软硬件业。","Asia"
105,6,"Costa Rica","republic of costa rica","CRI","Republic of Costa Rica","哥斯达黎加","哥斯达黎加共和国","哥斯达黎加是拉丁美洲的一个共和国，北邻尼加拉瓜，南与巴拿马接壤，1983年11月17日宣布成为永久中立国，根据宪法，哥斯达黎加没有军队，只有警察和安全部队维护内部安全。是世界上第一个不设军队的国家","North America"
106,6,"Cuba","the republic of cuba","CUB","The Republic of Cuba","古巴","古巴共和国","古巴是北美洲加勒比海北部的群岛国家，哈瓦那是古巴的经济、政治中心和首都。
古巴是现存世界为数不多的5个社会主义国家（中国、朝鲜、古巴、越南、老挝）之一，而且是美洲唯一的社会主义国家。[1]  在历史上以上世纪60年代的猪湾事件和古巴导弹危机闻名。","North America"
107,6,"Dominican","the dominican republic","DOM","The Dominican Republic","多米尼加","多米尼加共和国","多米尼加共和国（英语：The Dominican Republic；西班牙语：La República Dominicana）。国名意为“星期天、休息日”。旧说哥伦布于15世纪末的一个星期日到此，故名多米尼加，首都圣多明各。","North America"
108,6,"Mexico","the united states of mexico","MEX","The United States of Mexico","墨西哥","墨西哥合众国","墨西哥是一个自由市场经济体，拥有现代化的工业与农业，私有经济比重也在大幅提升。1994年北美自由贸易区正式建立后，墨西哥与美国的贸易和投资往来增加很快，极大地促进了经济发展和国民收入提高。","North America"
109,6,"Nicaragua","the republic of nicaragua","NIC","The Republic of Nicaragua","尼加拉瓜","尼加拉瓜共和国","尼加拉瓜，全称尼加拉瓜共和国（英文：The Republic of Nicaragua），是一个总统共和制的国家，位于中美洲中部，北接洪都拉斯，南连哥斯达黎加，东临加勒比海，西濒太平洋，尼加拉瓜湖为中美洲最大的湖泊，首都为马那瓜。","North America"
110,6,"Panama","the republic of panama","PAN","The Republic of Panama","巴拿马","巴拿马共和国","1501年，巴拿马沦为西班牙殖民地。1903年11月3日，成立巴拿马共和国。巴拿马中央连接大西洋与太平洋的巴拿马运河，拥有重要的战略地位，是南、北美洲的分界线。1999年12月31日美国将巴拿马运河所有土地、建筑、基础设施和所有的管理权都交还给巴拿马。鉴于重要的地理位置，巴拿马经济的重点是服务业，以金融、贸易和旅游业为主。金融业和转口贸易发达，并在经济中占重要地位。[1-2] ","North America"
111,7,"Netherlands Antilles","netherlands antilles","ANT","Netherlands Antilles","荷属安地列斯群岛","荷属安地列斯群岛","荷属安的列斯群岛（荷兰语：Netherlands Antilles） 加勒比海小安地列斯群岛的5个岛屿。1954年起成为荷兰的自治领地。由相隔遥远的南北两组岛屿组成︰北组位于小安地列斯群岛北端，包括圣尤斯特歇斯(Sint Eustatius)岛，圣马丁（荷兰语作圣马尔滕〔Sint Maarten〕)岛南部和萨巴(Saba)岛；南组距委内瑞拉海岸97公里(60哩），包括博奈尔(Bonaire)和库拉索(Curacao)二岛(1986年以前尚包括阿鲁巴〔Aruba〕岛)。","South America"
112,6,"El Salvador","the republic of el salvador","SLV","The Republic of El Salvador","萨尔瓦多","萨尔瓦多共和国","萨尔瓦多，全称萨尔瓦多共和国（英语：The Republic of El Salvador，西班牙语：República de El Salvador）是位于中美洲北部的一个沿海国家，也是中美洲人口最密集的国家。萨尔瓦多毗邻太平洋，国土面积20720平方千米，下设14个省。2013年，该国总人口630万","North America"
114,6,"Puerto Rico","the commonwealth of puerto rico","PTR","The Commonwealth of Puerto Rico","波多黎各","波多黎各自由邦","波多黎各自治邦（英语：The Commonwealth of Puerto Rico，西班牙语：Estado Libre Asociado de Puerto Rico）位于加勒比海的大安的列斯群岛东部。包括波多黎各岛及别克斯、库莱夫拉等小岛。北临大西洋，南濒加勒比海、东与美属、英属维尔京群岛隔水相望，西隔莫纳海峡同多米尼加共和国为邻。首府为圣胡安。","North America"
118,6,"Saint Vincent and the Grenadines","saint vincent and the grenadines","VAG","Saint Vincent and the Grenadines","圣文森特和格纳丁斯","圣文森特和格林纳丁斯","圣文森特和格林纳丁斯是位于东加勒比海小安的列斯群岛南部的一个岛国。面积389平方公里，人口11万，主要为黑人和黑白混血种人。圣文森特本岛面积346平方公里，格林纳丁斯群岛则由三十二个小岛组成，面积合共43平方公里。","North America"
121,6,"Honduras","republic of honduras","HND","Republic of Honduras","洪都拉斯","洪都拉斯共和国","洪都拉斯，全称洪都拉斯共和国（西班牙语：República de Honduras），是中北美洲的一个多山国家，与危地马拉、萨尔瓦多和尼加拉瓜接壤，位于太平洋和加勒比海之间，有海岸线。","North America"
122,6,"Guatemala","the republic of guatemala","GTM","The Republic of Guatemala","危地马拉","危地马拉共和国","危地马拉共和国（西班牙语：República de Guatemala），是中美洲的一个总统共和制国家，位于北美洲大陆的南部。西滨太平洋，东临加勒比海，向北与墨西哥相接，向东北邻伯利兹，向东南邻洪都拉斯和萨尔瓦多，全国总面积108889平方公里。[1] ","North America"
123,2,"Georgia","georgia","GEO","Georgia","格鲁吉亚","格鲁吉亚","格鲁吉亚（英语：Georgia，格鲁吉亚语：საქართველო，罗马化：Sakartvelo）位于亚洲西南部高加索地区的黑海沿岸，北邻俄罗斯，南部与土耳其、亚美尼亚、阿塞拜疆接壤。","Europe"
124,2,"Armenia","the republic of armenia","ARM","The Republic of Armenia","亚美尼亚","亚美尼亚共和国","亚美尼亚共和国（英语：Republic of Armenia），简称亚美尼亚。是一个位于欧亚交界高加索地区的国家，也是在苏联解体之后独立的众多共和国之一，首都为埃里温。亚美尼亚族占93.3%，其他有俄罗斯人、乌克兰人、库尔德人、亚述人、希腊人等。","Europe"
125,2,"Azerbaijan","the republic of azerbaijan","AZE","The Republic of Azerbaijan","阿塞拜疆","阿塞拜疆共和国","阿塞拜疆共和国（阿塞拜疆语：Azərbaycan Respublikası）简称阿塞拜疆（英语发音：/ˌæzərbaɪˈdʒɑːn/ AZ-ər-by-JAHN; 阿塞拜疆语：Azərbaycan），国名意为“火的国家”，是东欧和西亚的“十字路口”。","Europe"
126,2," Belarus","the republic of belarus","BLR","The Republic of Belarus","白俄罗斯","白俄罗斯共和国","白俄罗斯全称白俄罗斯共和国（白俄罗斯语：Рэспубліка Беларусь，英语：The Republic of Belarus）是位于东欧平原的内陆国家，东北部与俄罗斯联邦为邻，南与乌克兰接壤，西同波兰相连，西北部与立陶宛和拉脱维亚毗邻。首都明斯克。","Europe"
127,2,"Russia","russian federation","RUS","Russian Federation","俄罗斯联邦","俄罗斯联邦","俄罗斯联邦（俄语：Российская Федерация，英语：The Russian Federation），通称俄罗斯（俄国为俄罗斯帝国的简称），是由22个自治共和国、46个州、9个边疆区、4个自治区、1个自治州、3个联邦直辖市组成的联邦共和立宪制国家。[1]  国旗为白、蓝、红三色旗。国徽主体为双头鹰图案。俄罗斯位于欧亚大陆北部，地跨欧亚两大洲，国土面积为1707.54万平方公里，是世界上面积最大的国家。","Europe"
128,2,"Ukraine","ukraine","UKR","Ukraine","乌克兰","乌克兰","乌克兰（乌克兰文：УКРАЇНА）位于欧洲东部，是欧洲除俄罗斯外领土面积最大的国家。乌克兰是原苏联15个加盟共和国之一，是次于俄罗斯第二大加盟共和国。1991年苏联解体后，乌克兰独立。
","Europe"
129,2,"Hungary","hungary","HUN","Hungary","匈牙利","匈牙利","匈牙利（匈牙利文：Magyarország）是一个位于欧洲中部的内陆国家，与奥地利、斯洛伐克、乌克兰、罗马尼亚、塞尔维亚、克罗地亚和斯洛文尼亚接壤，截止2014年1月，全国总人口987.9万人，首都为布达佩斯。官方语言为匈牙利语，这是欧洲最广泛使用的非印欧语系语言。","Europe"
130,2,"Iceland","the republic of iceland","ISL","The Republic of Iceland","冰岛","冰岛共和国","冰岛共和国（冰岛语：Ísland），简称冰岛，是北大西洋中的一个岛国，位于大西洋和北冰洋的交汇处，北欧五国之一，国土面积为10.3万平方千米，人口约为32万，是欧洲人口密度最小的国家。首都是雷克雅未克，也是冰岛的最大城市，首都附近的西南地区人口占全国的三分之二。","Europe"
131,2,"Malta","republic of malta","MLT","Republic of Malta","马耳他","马耳他共和国","马耳他[1]  是位于地中海中部的岛国，有“地中海心脏”之称，是欧洲最著名的休闲度假地；他是欧亚非海运交通的枢纽。由于重要战略位置，马耳他在历史上曾为多个民族占领。","Europe"
132,2,"Monaco","the principality of monaco","MCO","The Principality of Monaco","摩纳哥","摩纳哥公国","摩纳哥公国（法语：Principauté de Monaco，英语：The Principality of Monaco）是位于欧洲的一个城邦国家，是欧洲两个公国之一（另一个是列支敦士登），也是世界第二小的国家（面积最小的是梵蒂冈），总面积为1.98平方公里。","Europe"
133,2,"Norway","the kingdom of norway","NOR","The Kingdom of Norway","挪威","挪威王国","挪威（挪威语：Norge 或Noreg），全称为挪威王国（挪威语：Kongeriket Norge或 Kongeriket Noreg）。 意为“通往北方之路”，北欧五国之一，位于斯堪的纳维亚半岛西部。挪威领土南北狭长，海岸线漫长曲折，沿海岛屿很多，被称为“万岛之国”，领土与瑞典、芬兰、俄罗斯接壤，领土还包括斯瓦尔巴群岛和扬马延岛。首都为奥斯陆。","Europe"
134,2,"Romania","romania","ROM","Romania","罗马尼亚","罗马尼亚","罗马尼亚（罗马尼亚语：Lomânia）位于东南欧巴尔干半岛东北部。北和东北分别与乌克兰和摩尔多瓦为邻，南接保加利亚，西南和西北分别与塞尔维亚和匈牙利接壤，东南临黑海。面积238391平方公里，人口1994万（2014年12月）。首都布加勒斯特。[","Europe"
135,2,"San Marino","the republic of san marino","SMR","The Republic of San Marino","圣马力诺","圣马力诺共和国","圣马力诺共和国（意大利语：Repubblica di San Marino）是世界上袖珍国家之一，位于欧洲南部，意大利半岛东部，整个国家被意大利包围，是一个国中国。地形以中部的蒂塔诺山（海拔738米）为主体，丘陵由此向西南延展，东北部为平原，有圣马力诺河、马拉诺河等流经。属亚热带地中海式气候，总面积61.2平方公里，是欧洲第三小国","Europe"
136,2,"Sweden","the kingdom of sweden","SWE","The Kingdom of Sweden","瑞典","瑞典王国","瑞典（瑞典语：Sverige），全称瑞典王国(瑞典语：Konungariket Sverige)，是一个位于斯堪的纳维亚半岛的国家，北欧五国之一，首都为斯德哥尔摩。它西邻挪威，东北与芬兰接壤，西南濒临斯卡格拉克海峡和卡特加特海峡，东边为波罗的海与波的尼亚湾。瑞典与丹麦、德国、波兰、俄罗斯、立陶宛、拉脱维亚和爱沙尼亚隔海相望，海岸线长7624千米，总面积约45万平方公里，是北欧最大的国家。","Europe"
137,2,"Switzerland","swiss confederation","CHE","Swiss Confederation","瑞士","瑞士联邦","瑞士，全称瑞士联邦（德语：Schweizerische Eidgenossenschaft 法语：Confédération suisse 意大利语：Confederazione Svizzera 罗曼什语：Confederaziun svizra），为中欧国家之一，划分为26个州。瑞士北邻德国，西邻法国，南邻意大利，东邻奥地利和列支敦士登。全境以高原和山地为主，有“欧洲屋脊”之称。
","Europe"
138,2,"Estonia","republic of estonia","EST","Republic of Estonia","爱沙尼亚","爱沙尼亚共和国","爱沙尼亚共和国是东欧波罗的海三国之一，波罗的海东岸，芬兰湾南岸，西南濒里加湾，南面和东面分别同拉脱维亚和俄罗斯接壤。1991年，继立陶宛独立后，宣布独立，首都为塔林。","Europe"
139,2,"Latvia","republic of latvia","LVA","Republic of Latvia","拉脱维亚","拉脱维亚共和国","拉脱维亚共和国（拉脱维亚语：Latvijas Republika）。国名源自民族语，意为“铠甲”、“金属制的服装”，是一个位于欧洲东北部的议会共和制国家。西邻波罗的海，与在其北方的爱沙尼亚及在其南方的立陶宛共同称为波罗的海三国。东与俄罗斯、白俄罗斯二国相邻，全国总面积64589平方公里","Europe"
140,2,"Lithuania","the republic of lithuania","LTU","The Republic of Lithuania","立陶宛","立陶宛共和国","立陶宛全称：立陶宛共和国（立陶宛语：Lietuvos Respublika，英语：Republic of Lithuania）。位于波罗的海东岸，北界拉脱维亚，东南邻白俄罗斯，西南是俄罗斯的加里宁格勒州和波兰，首都维尔纽斯。
","Europe"
141,2,"Moldavia","the republic of moldova","MDA","The Republic of Moldova","摩尔多瓦","摩尔多瓦共和国","摩尔多瓦共和国（英文：The Republic of Moldova）是位于东南欧的内陆国，与罗马尼亚和乌克兰接壤，首都基希讷乌。","Europe"
142,1,"Turkey","the republic of turkey","TUR","The Republic of Turkey","土耳其","土耳其共和国","土耳其共和国（土耳其文：Türkiye Cumhuriyeti，英语：The Republic of Turkey）是一个横跨欧亚两洲的国家，北临黑海，南临地中海，东南与叙利亚、伊拉克接壤，西临爱琴海，并与希腊以及保加利亚接壤，东部与格鲁吉亚、亚美尼亚、阿塞拜疆和伊朗接壤。土耳其地理位置和地缘政治战略意义极为重要，是连接欧亚的十字路口。","Asia"
143,2,"Slovenia","the republic of slovenia","SVN","The Republic of Slovenia","斯洛文尼亚","斯洛文尼亚共和国","斯洛文尼亚（斯洛文尼亚语：Slovenia）是欧洲的一个发达国家，全称为斯洛文尼亚共和国，是欧盟成员国、北约（NATO）成员国、经合组织（OECD）成员国、欧洲申根国，2008年上半年任欧盟轮值主席国。[1]  斯洛文尼亚在东南欧经济转型国家当中人均GDP名列第一，同时该国也是世界贸易组织的创始会员国之一。该国位于阿尔卑斯山脉南麓，西邻意大利，西南濒临亚得里亚海，东部和南部被克罗地亚包围，东北邻匈牙利，北邻奥地利。","Europe"
144,2,"Czech","the czech republic","CZE","The Czech Republic","捷克","捷克共和国","捷克全称：捷克共和国，是一个中欧地区的内陆国家，国土面积78866平方公里，原捷克斯洛伐克的西部，其前身为波希米亚王国和大摩拉维亚国，于1993年与斯洛伐克和平地分离。","Europe"
145,2,"Slovak","the slovak republic","SVK","The Slovak Republic","斯洛伐克","斯洛伐克共和国","斯洛伐克共和国，简称斯洛伐克，是中欧的一个内陆国家，西北临捷克，北临波兰，东临乌克兰，南临匈牙利，西南临奥地利，原捷克斯洛伐克的东部，自1993年1月1日起，斯洛伐克成为独立主权国家。","Europe"
146,2,"Macedonia","the republic of macedonia","MKD","The Republic of Macedonia","马其顿","马其顿共和国","马其顿共和国（Република Македониа），位于欧洲东南部巴尔干半岛。而马其顿地区包括从前南斯拉夫独立出来的马其顿共和国、希腊北部的马其顿地区(包括中马其顿、西马其顿、东马其顿-色雷斯)，以及保加利亚的西南角。马其顿共和国的主体民族是斯拉夫人的一支，与古代大希腊的马其顿王国（全盛时期又称亚历山大帝国）无关。","Europe"
147,2,"Bosnia Hercegovina","bosnia and herzegovina","BIH","Bosnia and Herzegovina","波斯尼亚和黑塞哥维那","波斯尼亚和黑塞哥维那","波斯尼亚和黑塞哥维那位于原南斯拉夫中部，介于克罗地亚、塞尔维亚和黑山三个共和国之间，简称“波黑”，面积51129平方公里[1]  。1945年，南斯拉夫各族人民取得反法西斯战争胜利，成立南斯拉夫联邦人民共和国（1963年改称南斯拉夫社会主义联邦共和国），波黑成为其中的一员。首都萨拉热窝。","Europe"
