"id","continent_id","name","lower_name","country_code","full_name","cname","full_cname","remark","continent"
206,7,"Paraguay",NULL,"PRY",NULL,"巴拉圭",NULL,NULL,"South America"
207,7,"Peru",NULL,"PER",NULL,"秘鲁",NULL,NULL,"South America"
208,7,"Suriname",NULL,"SUR",NULL,"苏里南",NULL,NULL,"South America"
209,7,"Venezuela",NULL,"VEN",NULL,"委内瑞拉",NULL,NULL,"South America"
210,7,"Uruguay",NULL,"URY",NULL,"乌拉圭",NULL,NULL,"South America"
211,7,"Ecuador",NULL,"ECU",NULL,"厄瓜多尔",NULL,NULL,"South America"
212,7,"Antigua & Barbuda",NULL,"ATG",NULL,"安提瓜和巴布达",NULL,NULL,"South America"
213,7,"Aruba",NULL,"ABW",NULL,"阿鲁巴岛",NULL,NULL,"South America"
214,7,"Bahamas",NULL,"BHS",NULL,"巴哈马",NULL,NULL,"South America"
215,7,"Barbados",NULL,"BRB",NULL,"巴巴多斯",NULL,NULL,"South America"
216,7,"Cayman Is",NULL,"CYM",NULL,"开曼群岛",NULL,NULL,"South America"
217,7,"Grenada",NULL,"GRD",NULL,"格林纳达",NULL,NULL,"South America"
218,7,"Saba",NULL,"",NULL,"萨巴",NULL,NULL,"South America"
219,7,"Haiti",NULL,"HTI",NULL,"海地",NULL,NULL,"South America"
220,7,"Jamaica",NULL,"JAM",NULL,"牙买加",NULL,NULL,"South America"
221,7,"Martinique",NULL,"MTQ",NULL,"马提尼克",NULL,NULL,"South America"
222,7,"Montserrat",NULL,"MSR",NULL,"蒙特塞拉特",NULL,NULL,"South America"
223,7,"Saint Vincent & Grenadines",NULL,"VCT",NULL,"圣文森特和格林纳丁斯",NULL,NULL,"South America"
224,7,"Trinidad & Tobago",NULL,"TTO",NULL,"特立尼达和多巴哥",NULL,NULL,"South America"
225,7,"Turks & Caicos Is",NULL,"TCA",NULL,"特克斯和凯科斯群岛",NULL,NULL,"South America"
226,7,"Br. Virgin Is",NULL,"VGB",NULL,"英属维尔京群岛",NULL,NULL,"South America"
227,7,"St. Kitts-Nevis",NULL,"KNA",NULL,"圣其茨-尼维斯",NULL,NULL,"South America"
228,7,"Saint Martin Is",NULL,"",NULL,"圣马丁岛",NULL,NULL,"South America"
229,7,"St.Pierre and Miquelon",NULL,"SPM",NULL,"圣皮埃尔和密克隆",NULL,NULL,"South America"
230,7,"Argentina",NULL,"ARG",NULL,"阿根廷",NULL,NULL,"South America"
231,7,"Belize",NULL,"BLZ",NULL,"伯利兹",NULL,NULL,"South America"
232,7,"Bolivia",NULL,"BOL",NULL,"玻利维亚",NULL,NULL,"South America"
233,7,"Brazil",NULL,"BRA",NULL,"巴西",NULL,NULL,"South America"
234,7,"Bonaire",NULL,"",NULL,"博内尔",NULL,NULL,"South America"
235,7,"Saint Lucia",NULL,"LCA",NULL,"圣卢西亚",NULL,NULL,"South America"
